"id","name","dbpediaResource"
"DB01815","Nz-(Dicarboxymethyl)Lysine",""
"DB01816","(1s,6s,7r,8r,8ar)-1,6,7,8-Tetrahydroxyindolizidine",""
"DB01817","Threonine-Aspartic Ester",""
"DB01818","O3-Sulfonylgalactose",""
"DB01819","Phosphoenolpyruvate","Phosphoenolpyruvate"
"DB01820","Compound 12, N-Acetyl-4-[(Carboxycarbonyl)(2-Carboxyphenyl)Amino]-N-Pentyl-1-Napthylalaniamide",""
"DB01821","L-N(Omega)-Nitroarginine-2,4-L-Diaminobutyric Amide",""
"DB01822","Dithiane Diol",""
"DB01823","Beta-D-Glucopyranose Spirohydantoin",""
"DB01824","(3s)-Tetrahydrofuran-3-Yl (1r,2s)-3-[4-((1r)-2-{[(S)-Amino(Hydroxy)Methyl]Oxy}-2,3-Dihydro-1h-Inden-1-Yl)-2-Benzyl-3-Oxopyrrolidin-2-Yl]-1-Benzyl-2-Hydroxypropylcarbamate",""
"DB01825","2-Amino-8-Methylquinazolin-4(3h)-One",""
"DB01826","N-Butyl Isocyanide",""
"DB01827","2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide",""
"DB01828","Methylamine","Methylamine"
"DB01829","Desulfo-Coenzyme A",""
"DB01830","{4-[2-Acetylamino-2-(3-Carbamoyl-2-Cyclohexylmethoxy-6,7,8,9-Tetrahydro-5h-Benzocyclohepten-5ylcarbamoyl)-Ethyl]-2-Phosphono-Phenyl}-Phosphonic Acid",""
"DB01831","Tryptophanyl-5'amp",""
"DB01832","4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid",""
"DB01833","L-2-Amino-4-(Guanidinooxy)Butyric Acid",""
"DB01834","(9r,10r)-9-(S-Glutathionyl)-10-Hydroxy-9,10-Dihydrophenanthrene",""
"DB01835","4r-Fluoro-N6-Ethanimidoyl-L-Lysine",""
"DB01836","[4-(6-Chloro-Naphthalene-2-Sulfonyl)-Piperazin-1-Yl]-(3,4,5,6-Tetrahydro-2h-[1,4']Bipyridinyl-4-Yl)-Methanone",""
"DB01837","O-Acetylserine","O-Acetylserine"
"DB01838","6,4'-Dihydroxy-3-Methyl-3',5'-Dibromoflavone",""
"DB01839","1,2-Propanediol","1,2-Propanediol"
"DB01840","2-Deoxy-D-Glucitol 6-(E)-Vinylhomophosphonate",""
"DB01841","4,6-Dideoxyglucose",""
"DB01842","3'-Phosphate-Adenosine-5'-Diphosphate",""
"DB01843","3-Amino-8,9,10-Trihydroxy-7-Hydroxymethyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione",""
"DB01844","Dimethylformamide","Dimethylformamide"
"DB01845","N-Butylbenzene",""
"DB01846","Oxidized Coenzyme A",""
"DB01847","N-Carbamyl-D-Valine",""
"DB01848","Isocitrate Calcium Complex",""
"DB01849","3,4-Dihydrouracil",""
"DB01850","(2s,3s,8s,9s)-3-Amino-9-Methoxy-2,6,8-Trimethyl-10-Phenyldeca-4,6-Dienoic Acid",""
"DB01851","Tetrabutylammonium Ion",""
"DB01852","Kaempherol",""
"DB01853","Bacteriochlorophyll A",""
"DB01854","5-Bromonicotinamide",""
"DB01855","5-(Hydroxy-Methyl-Amino)-3-Methyl-Pyrrolidine-2-Carboxylic Acid",""
"DB01856","Pimelic Acid",""
"DB01857","Phosphoaspartate",""
"DB01858","[1-(4-Fluorobenzyl)Cyclobutyl]Methyl (1s)-1-[Oxo(1h-Pyrazol-5-Ylamino)Acetyl]Pentylcarbamate",""
"DB01859","4-Diphosphocytidyl-2-C-Methyl-D-Erythritol 2-Phosphate",""
"DB01860","Cordycepin Triphosphate",""
"DB01861","Glucose-Uridine-C1,5'-Diphosphate",""
"DB01862","1-(Isopropylthio)-Beta-Galactopyranside",""
"DB01863","Inositol 1,3,4,5-Tetrakisphosphate",""
"DB01864","5'-Guanosine-Diphosphate-Monothiophosphate",""
"DB01865","3-(6-Aminopyridin-3-Yl)-N-Methyl-N-[(1-Methyl-1h-Indol-2-Yl)Methyl]Acrylamide",""
"DB01866","RU79256",""
"DB01867","Ethylene Glycol","Ethylene_Glycol"
"DB01868","Glycyl-L-a-Aminopimelyl-E-(D-2-Aminoethyl)Phosphonate",""
"DB01869","Rhamnose","Rhamnose"
"DB01870","1,4-Dithio-Alpha-D-Mannose",""
"DB01871","[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester",""
"DB01872","Acetylgalactosamine-4-Sulfate",""
"DB01873","Epothilone D","Epothilone"
"DB01874","Tropinone","Tropinone"
"DB01875","8-Azaxanthine",""
"DB01876","Bis(5-Amidino-2-Benzimidazolyl)Methanone",""
"DB01877","N-Hydroxy 1n(4-Methoxyphenyl)Sulfonyl-4-(Z,E-N-Methoxyimino)Pyrrolidine-2r-Carboxamide",""
"DB01878","Benzophenone","Benzophenone"
"DB01879","(S)-2-{Methyl-[2-(Naphthalene-2-Sulfonylamino)-5-(Naphthalene-2-Sulfonyloxy)-Benzoyl]-Amino}-Succinicacid",""
"DB01880","3,4-Dihydroxycinnamic Acid",""
"DB01881","2-Methylpentane-1,2,4-Triol",""
"DB01882","(2s)-2-Amino-4-(Methylsulfanyl)-1-Pyridin-2-Ylbutane-1,1-Diol",""
"DB01883","N-(Sulfanylacetyl)Tyrosylprolylmethioninamide",""
"DB01884","2-Amino-3-Methyl-1-Pyrrolidin-1-Yl-Butan-1-One",""
"DB01885","D-Galctopyranosyl-1-On",""
"DB01887","Inhibitor BEA369",""
"DB01888","4-[5-(Trans-4-Aminocyclohexylamino)-3-Isopropylpyrazolo[1,5-a]Pyrimidin-7-Ylamino]-N,N-Dimethylbenzenesulfonamide",""
"DB01889","16,17-Androstene-3-Ol",""
"DB01890","Deoxy-Bigchap",""
"DB01891","Tl-3-093",""
"DB01892","Hyperforin","Hyperforin"
"DB01893","N6-Benzyl Adenosine-5'-Diphosphate",""
"DB01894","5-N-Acetyl-Alpha-D-Neuraminic Acid",""
"DB01895","Aspartyl-Adenosine-5'-Monophosphate",""
"DB01896","M-Aminophenylboronic Acid",""
"DB01897","2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride",""
"DB01898","2s,3r-2-Amino-3-Methylpentanedioic Acid",""
"DB01899","Nd1-Phosphonohistidine",""
"DB01900","Toluene",""
"DB01901","Sucrose Octasulfate",""
"DB01902","1-Ethyl-Pyrrolidine-2,5-Dione",""
"DB01903","5-Bromo-2'-Deoxyuridine-5'-Monophosphate",""
"DB01904","D-Xylitol",""
"DB01905","2-(2-Hydroxy-5-Methoxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine",""
"DB01906","3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-Benzoic Acid",""
"DB01907","Nicotinamide-Adenine-Dinucleotide",""
"DB01908","RU85493",""
"DB01909","Alpha-Cyclodextrin (Cyclohexa-Amylose)",""
"DB01910","Adenosyl-Ornithine",""
"DB01911","N-Methylmesoporphyrin",""
"DB01912","2,2':6',2''-Terpyridine Platinum(Ii)",""
"DB01913","Lipid Fragment",""
"DB01914","D-Glucose in Linear Form",""
"DB01915","S-Hydroxycysteine",""
"DB01917","Putrescine","Putrescine"
"DB01918","[Methyltelluro]Acetate",""
"DB01919","Pentanal","Pentanal"
"DB01920","1-O-[O-Nitrophenyl]-Beta-D-Galactopyranose",""
"DB01921","Xylose-Derived Lactam Oxime",""
"DB01922","Maltosyl-Alpha (1,4)-D-Gluconhydroximo-1,5-Lactam",""
"DB01923","L-Xylulose 5-Phosphate",""
"DB01924","Benzhydroxamic Acid",""
"DB01925","2'-Chloro-Biphenyl-2,3-Diol",""
"DB01926","Carboxymycobactin S",""
"DB01927","Duroquinone",""
"DB01928","Huperaine A",""
"DB01929","5-Chloryl-2,4,6-Quinazolinetriamine",""
"DB01930","2,4-Dihydroxy-3,3-Dimethyl-Butyrate",""
"DB01931","Dcka, 5,7-Dichlorokynurenic Acid",""
"DB01932","5-Methylpyrrole",""
"DB01933","7-Hydroxystaurosporine",""
"DB01934","N-Methyl-N-(10-Methylundecanoyl)-D-Seryl-L-Alanyl-N~1~-[(7s,10s,13s)-13-Carboxy-3,18-Dihydroxy-10-Methyl-8,11-Dioxo-9,12-Diazatricyclo[13.3.1.1~2,6~]Icosa-1(19),2(20),3,5,15,17-Hexaen-7-Yl]-N~1~-Methylglycinamide",""
"DB01935","3-{[(1r)-1-Benzyl-2-Sulfanylethyl]Amino}-3-Oxopropanoic Acid",""
"DB01936","Ribose","Ribose"
"DB01937","Guanosine-2'-Monophosphate",""
"DB01938","L-Histidine Beta Naphthylamide",""
"DB01939","5-Amidino-Benzimidazole",""
"DB01940","Balanol Analog 2",""
"DB01941","6-[1-(3,5,5,8,8-Pentamethyl-5,6,7,8-Tetrahydronaphthalen-2-Yl)Cyclopropyl]Pyridine-3-Carboxylic Acid",""
"DB01942","Formic Acid","Formic_Acid"
"DB01943","Compound 15",""
"DB01944","(S)-blebbistatin",""
"DB01945","4-Carbamoyl-1-Beta-D-Ribofuranosyl-Imidazolium-5-Olate-5'-Phosphate",""
"DB01946","3-[1-(3-Aminopropyl)-1h-Indol-3-Yl]-4-(1-Methyl-1h-Indol-3-Yl)-1h-Pyrrole-2,5-Dione",""
"DB01947","RU78262",""
"DB01948","1-(2,6-Dichlorophenyl)-5-(2,4-Difluorophenyl)-7-Piperidin-4-Yl-3,4-Dihydroquinolin-2(1h)-One",""
"DB01949","2-Amino-N,3,3-Trimethylbutanamide",""
"DB01950","N-(4-Methoxybenzyl)-N'-(5-Nitro-1,3-Thiazol-2-Yl)Urea",""
"DB01951","Gpi-1046",""
"DB01952","1,N6-Ethenoadenine",""
"DB01953","Inhibitor of P38 Kinase",""
"DB01954","4-[3-(Cyclopentyloxy)-4-Methoxyphenyl]-2-Pyrrolidinone",""
"DB01955","1,4-Butanediol","1,4-Butanediol"
"DB01956","2-Aminoethanesulfonic Acid",""
"DB01957","3-Chlorophenol",""
"DB01958","5-[4-Tert-Butylphenylsulfanyl]-2,4-Quinazolinediamine",""
"DB01959","3,5-Dimethyl-1-(3-Nitrophenyl)-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",""
"DB01960","7n-Methyl-8-Hydroguanosine-5'-Diphosphate",""
"DB01961","Cytidine-3'-Monophosphate",""
"DB01962","Phosphonotyrosine",""
"DB01963","Phenylethane Boronic Acid",""
"DB01964","AL5424",""
"DB01965","2'-Deoxyuridine 5'-Alpha,Beta-Imido-Triphosphate",""
"DB01966","Di-Stearoyl-3-Sn-Phosphatidylethanolamine",""
"DB01967","N-{3-[(7ar,12as,12bs)-7-Oxo-1,3,4,6,7,7a,12a,12b-Octahydroindolo[2,3-a]Quinolizin-12(2h)-Yl]Propyl}Propane-2-Sulfonamide",""
"DB01968","2-Thioethenamine",""
"DB01969","Trifluoroacetonyl Coenzyme A",""
"DB01970","Hg9a-9, Nonanoyl-N-Hydroxyethylglucamide",""
"DB01971","(2e)-3-(1h-Imidazol-4-Yl)Acrylic Acid",""
"DB01972","Guanosine-5'-Monophosphate",""
"DB01973","O-Benzylsulfonyl-Serine",""
"DB01974","2-Amino-3-[5-(Amino-Carboxy-Methyl)-2,3-Dihydro-Isoxazol-3-Ylsulfanyl]-Propionic Acid",""
"DB01975","AMPCPR",""
"DB01976","Aminoanthracene",""
"DB01977","6-(N-Phenylcarbamyl)-2-Naphthalenecarboxamidine",""
"DB01978","7,9-Dimethylguanine",""
"DB01979","O1-Methyl-Mannose",""
"DB01980","Para-Iodo-D-Phenylalanine Hydroxamic Acid",""
"DB01981","3,6-Anhydro-D-Galactose-2-Sulfate",""
"DB01982","D-Mannuronic Acid",""
"DB01983","2(S)-Amino-6-Boronohexanoic Acid",""
"DB01984","4-[2-(3-Benzyloxycarbonylamino-4-Cyclohexyl-1-Hydroxy-2-Oxo-Butylamino)-5-Guanidino-Pentanoylamino]-4-(1-Carboxy-2-Cyclohexyl-Ethylcarbamoyl)-Butyric Acid",""
"DB01985","N-Alpha-L-Acetyl-Arginine",""
"DB01986","3-Fluoro-2-Methyl-Aniline",""
"DB01987","Thiamin Diphosphate",""
"DB01988","6((S)-3-Benzylpiperazin-1-Yl)-3-(Naphthalen-2-Yl)-4-(Pyridin-4-Yl)Pyrazine",""
"DB01989","Carbobenzoxy-Pro-Lys-Phe-Y(Po2)-Ala-Pro-Ome",""
"DB01990","Cholesterol-Sulfate",""
"DB01991","Tu-514",""
"DB01992","Coenzyme A","Coenzyme_A"
"DB01993","N-(5'-Phosphopyridoxyl)-D-Alanine",""
"DB01994","2-(Pyrido[1,2-E]Purin-4-Yl)Amino-Ethanol",""
"DB01995","5-Methylcytidine-5'-Monophosphate",""
"DB01996","3-Methylpyridine",""
"DB01997","3-Bromo-7-Nitroindazole",""
"DB01998","2-[3,4-Dihydroxy-2-Hydroxymethyl-5-(2-Hydroxy-Nonyl)-Tetrahydro-Furan-2-Yloxy]-6-Hydroxymethyl-Tetra Hydro-Pyran-3,4,5-Triol",""
"DB01999","5,10,15,20-Tetrakis(4-Sulpfonatophenyl)-21h,23h-Porphine",""
"DB02000","Gamma-Phenyl-Butyric Acid",""
"DB02001","5-(4-Morpholin-4-Yl-Phenylsulfanyl)-2,4-Quinazolinediamine",""
"DB02002","2-Aminoprop-2-Enamide",""
"DB02003","Delta-Bis(2,2'-Bipyridine)Imidazole Ruthenium (Ii)",""
"DB02004","5-(Aminomethyl)-6-(2,4-Dichlorophenyl)-2-(3,5-Dimethoxyphenyl)Pyrimidin-4-Amine",""
"DB02005","2-Oxo-3-Pentenoic Acid",""
"DB02006","Br-Coeleneterazine",""
"DB02007","Alpha-D-Glucose-6-Phosphate",""
"DB02008","1-(2-Fluorobenzyl)-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine",""
"DB02009","L-756,423",""
"DB02010","Staurosporine","Staurosporine"
"DB02011","N-(Phosphonoacetyl)-L-Ornithine",""
"DB02013","Monoazido-Mu-Oxo-Diiron",""
"DB02014","Compound 9",""
"DB02015","Dihydrofolic Acid",""
"DB02016","R048-8071",""
"DB02017","Imidazole-Derived Cellobiose",""
"DB02018","Amido Phenyl Pyruvic Acid",""
"DB02019","Acetyl Dithranol",""
"DB02020","Alrestatin",""
"DB02021","Fidarestat",""
"DB02022","4-Amino-5-Hydroxymethyl-2-Methylpyrimidine",""
"DB02023","8-Oxo-2'-Deoxy-Guanosine-5'-Monophosphate",""
"DB02024","3-phenylpropionic acid",""
"DB02025","L-D-(a-Aminoadipoyl)-L-Cysteinyl-D-Valine",""
"DB02026","Furo[2,3d]Pyrimidine Antifolate",""
"DB02027","N-{(4s)-4-Amino-5-[(2-Aminoethyl)Amino]Pentyl}-N'-Nitroguanidine",""
"DB02028","L-Alpha-Glycerophospho-D-Myo-Inositol-4,5-Bis-Phosphate",""
"DB02029","N-Cyclohexyl-N'-(4-Iodophenyl)Urea",""
"DB02030","Alpha-Ribazole-5'-Phosphate",""
"DB02031","(6s)-5,6,7,8-Tetrahydrofolate",""
"DB02032","1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid",""
"DB02033","N-(3-Cyclopropyl(5,6,7,8,9,10-Hexahydro-2-Oxo-2h-Cycloocta[B]Pyran-3-Yl)Methyl)Phenylbenzensulfonamide",""
"DB02034","Swainsonine","Swainsonine"
"DB02035","1-Hexadecylsulfonyl Fluoride",""
"DB02036","2-(3,4-Dihydro-3-Oxo-2h-Benzo[B][1,4]Thiazin-2-Yl)-N-Hydroxyacetamide",""
"DB02037","2,4-Diamino-4,6-Dihydroxypyrimidine",""
"DB02038","D-Pyridoxyl-N,O-Cycloserylamide-5-Monophosphate",""
"DB02039","S-Acetyl-Cysteine",""
"DB02041","4-Aminophthalhydrazide",""
"DB02042","2-(2-{2-[2-(2-Methoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol",""
"DB02043","1,2-Dipalmitoyl-Phosphatidyl-Glycerole",""
"DB02044","N-(3-(Aminomethyl)Benzyl)Acetamidine",""
"DB02045","Amylamine",""
"DB02046","N-[(Furan-2-Yl)Carbonyl]-(S)-Leucyl-(R)-[1-Amino-2(1h-Indol-3-Yl)Ethyl]-Phosphonic Acid",""
"DB02047","2-(1,1'-Biphenyl-4-Yl)Propanoic Acid",""
"DB02048","1,2,4-Triazole-Carboxamidine",""
"DB02049","2-{4-[4-(4-Chloro-Phenoxy)-Benzenesulfonyl]-Tetrahydro-Pyran-4-Yl}-N-Hydroxy-Acetamide",""
"DB02050","Decaethylene Glycol",""
"DB02051","3-[N-[Benzyloxycarbonyl]-Phenylalaninyl-Amino]-5-Phenyl-Pentane-1-Sulfonic Acid 4-Nitro-Phenyl Ester",""
"DB02052","Indirubin-3'-Monoxime",""
"DB02053","Ribose-5-Phosphate",""
"DB02054","Gabaculine",""
"DB02055","N-Butyl-Benzenesulfonamide",""
"DB02056","(5e,13e)-9,15-Dihydroxy-11-Oxoprosta-5,13-Dien-1-Oicacid",""
"DB02057","AMPA","AMPA"
"DB02058","SU4984",""
"DB02059","Adenosine-5-Diphosphoribose",""
"DB02060","Cyclohexanone","Cyclohexanone"
"DB02061","Cellobiose","Cellobiose"
"DB02062","N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine",""
"DB02063","CRA_16847",""
"DB02065","4-Deoxylactose",""
"DB02066","N7-Methyl-Formycin A",""
"DB02067","Triglu-5-Formyl-Tetrahydrofolate",""
"DB02068","Delta-Amino Valeric Acid",""
"DB02069","N-(2-Flouro-Benzyl)-4-Sulfamoyl-Benzamide",""
"DB02070","L-2-Amino-4-[2-Aminophenyl]-4-Oxobutanoic Acid",""
"DB02071","WAY-151693",""
"DB02072","2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Thiopyran-3-Carboxylic Acid",""
"DB02073","Biliverdine Ix Alpha",""
"DB02074","Butenoic Acid",""
"DB02075","(1s)-1(9-Deazahypoxanthin-9yl)1,4-Dideoxy-1,4-Imino-D-Ribitol-5-Phosphate",""
"DB02076","6-Phosphogluconic Acid",""
"DB02077","L-N(Omega)-Nitroarginine-(4r)-Amino-L-Proline Amide",""
"DB02078","1-Methoxy-2-[2-(2-Methoxy-Ethoxy]-Ethane",""
"DB02079","(Aminooxy)Acetic Acid",""
"DB02080","1-{2-[2-(2-Methoxyethoxy)Ethoxy]Ethoxy}-4-(1,1,3,3-Tetramethylbutyl)Benzene",""
"DB02081","Bis-Benzamidine",""
"DB02082","Phosphoaminophosphonic Acid Guanylate Ester",""
"DB02083","Dimethylglycine","Dimethylglycine"
"DB02084","CRA_17312",""
"DB02085","1-Aminocyclopropanecarboxylic Acid",""
"DB02086","(3,4-Dihydroxy-Phenyl)-Triphenyl-Arsonium",""
"DB02087","3,5-Difluorobenzenesulfonamide",""
"DB02088","Norleucine Phosphonate",""
"DB02089","CP-526423",""
"DB02090","A Disubstituted Succinyl Caprolactam Hydroxymate Mmp3inhibitor",""
"DB02091","4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamine",""
"DB02092","Cholesteryl Linoleate",""
"DB02093","5-Phospho-D-Arabinohydroxamic Acid",""
"DB02094","N-2-Thiophen-2-Yl-Acetamide Boronic Acid",""
"DB02095","Isatin","Isatin"
"DB02096","FR221647",""
"DB02097","Cytidine",""
"DB02098","Adenosine-2'-5'-Diphosphate",""
"DB02099","S-azabisabolene",""
"DB02100","Alpha-methyl-D-galactoside",""
"DB02101","Fidarestat(Stereoisomer)",""
"DB02102","DMP450",""
"DB02103","2-Chlorodideoxyadenosine",""
"DB02104","2,4-Diamino-5-Methyl-6-[(3,4,5-Trimethoxy-N-Methylanilino)Methyl]Pyrido[2,3-D]Pyrimidine",""
"DB02105","3,5-Dinitrocatechol",""
"DB02106","[3,5-Dibromo-4-(4-Hydroxy-3-Phenethylcarbamoyl-Phenoxy)-Phenyl]-Acetic Acid",""
"DB02107","Leucine - Reduced Carbonyl",""
"DB02108","2-Aminoethanimidic Acid",""
"DB02109","Hadacidin",""
"DB02110","Protoporphyrin Ix Containing Co",""
"DB02111","3-Hydroxyisoxazole-4-Carboxylic Acid",""
"DB02112","Zk-806450",""
"DB02113","6-Methylpurine",""
"DB02114","Para-Isopropylaniline",""
"DB02115","Daidzin",""
"DB02116","Olomoucine",""
"DB02118","CP-271485",""
"DB02119","6-Hydroxymethyl-7,8-Dihydropterin",""
"DB02120","6-Amino-4-Hydroxymethyl-Cyclohex-4-Ene-1,2,3-Triol",""
"DB02121","Butyramide","Butyramide"
"DB02122","4-iodo-acetamido phenylboronic acid",""
"DB02123","Glycochenodeoxycholic Acid",""
"DB02124","(2s,3s)-Trans-2,3-Dihydro-3-Hydroxyanthranilic Acid",""
"DB02125","Adamantanone","Adamantanone"
"DB02126","4-Carboxycinnamic Acid",""
"DB02127","Methylphosphonic Acid Diisopropyl Ester",""
"DB02128","[1-(3-Hydroxy-2-Oxo-1-Phenethyl-Propylcarbamoyl)2-Phenyl-Ethyl]-Carbamic Acid Pyridin-4-Ylmethyl Ester",""
"DB02129","Dihydroorotic Acid",""
"DB02130","4-Hydroxy-3-Methoxybenzoate",""
"DB02131","N-1-Methylheptylformamide",""
"DB02132","[3-(4-Bromo-2-Fluoro-Benzyl)-7-Chloro-2,4-Dioxo-3,4-Dihydro-2h-Quinazolin-1-Yl]-Acetic Acid",""
"DB02133","Chlorophyll A",""
"DB02134","Xanthine","Xanthine"
"DB02135","4-{2,6,8-Trioxo-9-[(2r,3s,4r)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Butyl Dihydrogen Phosphate",""
"DB02136","Cephalosporin Analog",""
"DB02137","Molybdenum Cofactor",""
"DB02138","Diethyl 4-Methylbenzylphosphonate",""
"DB02139","(2e)-N-Allyl-4-{[3-(4-Bromophenyl)-5-Fluoro-1-Methyl-1h-Indazol-6-Yl]Oxy}-N-Methyl-2-Buten-1-Amine",""
"DB02140","N1-(1-Dimethylcarbamoyl-2-Phenyl-Ethyl)-2-Oxo-N4-(2-Pyridin-2-Yl-Ethyl)-Succinamide",""
"DB02141","S,S'-(1,4-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",""
"DB02142","Pyridoxamine-5'-Phosphate",""
"DB02143","N-Isopropyl-N'-Hydroxyguanidine",""
"DB02144","1,2-Diacyl-Sn-Glycero-3-Phosphoinositol",""
"DB02145","Butan-1-Ol",""
"DB02146","Atrazine Glutathione Conjugate",""
"DB02147","Cyclo-Tetrametavanadate",""
"DB02148","3-Amino-4-Oxybenzyl-2-Butanone",""
"DB02150","Hydantocidin-5'-Monophosphate",""
"DB02151","Methionine Phosphonate",""
"DB02152","K-252a",""
"DB02153","3-Sulfinoalanine",""
"DB02154","2,3-Bis-Benzo[1,3]Dioxol-5-Ylmethyl-Succinic Acid",""
"DB02155","Balanol Analog 8",""
"DB02156","Sulfopyruvate",""
"DB02157","Beta-Hydroxy Aspartic Acid",""
"DB02158","(1s)-1-(9-Deazaadenin-9-Yl)-1,4,5-Trideoxy-1,4-Imino-5-Methylthio-D-Ribitol",""
"DB02159","R-1,2-Propanediol",""
"DB02160","S-Butyryl-Cystein",""
"DB02161","Hydroxy-Phenyl-Acetic Acid 8-Methyl-8-Aza-Bicyclo[3.2.1]Oct-3-Yl Ester",""
"DB02162","5'-O-(N-Ethyl-Sulfamoyl)Adenosine",""
"DB02163","2,5-Xylidine","2,5-Xylidine"
"DB02164","N-Sulfo-Flavin Mononucleotide",""
"DB02165","Zinc Trihydroxide",""
"DB02166","Propidium",""
"DB02167","N,N-Dimethyl-L-Alanine",""
"DB02168","Bromopurine",""
"DB02169","9,10-Deepithio-9,10-Didehydroacanthifolicin",""
"DB02170","1,8-Di-Hydroxy-4-Nitro-Xanthen-9-One",""
"DB02171","D-Fructose-6-Phosphate (Open Form)",""
"DB02172","2,5-Dideoxy-2,5-Imino-D-Glucitol",""
"DB02173","Co(Iii)-(Deuteroporphyrin Ix)",""
"DB02174","D-Glutamine",""
"DB02175","Malonic acid","Malonic_acid"
"DB02176","Mercury Acetate Ion",""
"DB02177","1-Acetyl-4-(4-{4-[(2-Ethoxyphenyl)Thio]-3-Nitrophenyl}Pyridin-2-Yl)Piperazine",""
"DB02178","Phenylacetaldehyde",""
"DB02179","O-Trifluoromethylphenyl Anthranilic Acid",""
"DB02180","Myristoyl-Coa",""
"DB02181","2'-Deoxyguanosine-5'-Triphosphate",""
"DB02182","Hybrid Between B and C Type Hemes (Protoporphyrin Ixcontaining Fe)",""
"DB02183","Adenosine-5'-Ditungstate",""
"DB02184","(2s,3s)-1,4-Dimercaptobutane-2,3-Diol",""
"DB02185","2,4-Dihydroxy-7-(Methyloxy)-2h-1,4-Benzoxazin-3(4h)-One",""
"DB02186","N-Acetyl-D-Galactosamine 6-Sulfate",""
"DB02187","Equilin","Equilin"
"DB02188","N-Methylmesoporphyrin Containing Copper",""
"DB02189","2',3'-Dideoxyadenosine-5'-Triphosphate",""
"DB02190","2-Oxalosuccinic Acid",""
"DB02191","(7as,12ar,12bs)-1,2,3,4,7a,12,12a,12b-Octahydroindolo[2,3-a]Quinolizin-7(6h)-One",""
"DB02192","2-Phenyl-Ethanol",""
"DB02193","2-(2-Hydroxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine",""
"DB02194","8-Benzyl-2-Hydroxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One",""
"DB02195","3-(4-Fluorophenyl)-1-Hydroxy-2-(Pyridin-4-Yl)-1h-Pyrrolo[3,2-B]Pyridine",""
"DB02196","Uridine-Diphosphate-N-Acetylgalactosamine",""
"DB02197","4-[(4-Imidazo[1,2-a]Pyridin-3-Ylpyrimidin-2-Yl)Amino]Benzenesulfonamide",""
"DB02198","2-Bromoacetyl Group",""
"DB02199","1,3-Dedimethyl-1,3-Divinyl Heme",""
"DB02200","3-[N-[Benzyloxycarbonyl]-Phenylalaninyl-Amino]-5-Phenyl-Pentane-1-Sulfonylmethylbenzene",""
"DB02201","Malonate Ion",""
"DB02202","1,3-Butanediol",""
"DB02203","Acetone Cyanohydrin",""
"DB02205","6-(1,1-Dimethylallyl)-2-(1-Hydroxy-1-Methylethyl)-2,3-Dihydro-7h-Furo[3,2-G]Chromen-7-One",""
"DB02207","7-Nitroindazole",""
"DB02209","Pyridoxine-5'-Phosphate",""
"DB02210","Hexane-1,6-Diol",""
"DB02211","N-Methyl-N-Propargyl-1(R)-Aminoindan",""
"DB02212","Pyrophosphate 2-",""
"DB02213","Metanitrophenyl-Alpha-D-Galactoside",""
"DB02214","6,7-Dioxo-5h-8-Ribitylaminolumazine",""
"DB02215","Furoyl-Leucine",""
"DB02216","S-Methylcysteine",""
"DB02217","Dpb-T",""
"DB02218","N-[4-Hydroxymethyl-Cyclohexan-6-Yl-1,2,3-Triol]-4,6-Dideoxy-4-Aminoglucopyranoside",""
"DB02219","3-Cyclohexyl-1-Propylsulfonic Acid",""
"DB02220","Al7089a",""
"DB02221","4-(Aminosulfonyl)-N-[(2,4,6-Trifluorophenyl)Methyl]-Benzamide",""
"DB02222","2,6-Diamino-(S)-9-[2-(Phosphonomethoxy)Propyl]Purine",""
"DB02223","Ly231514 Tetra Glu",""
"DB02224","(2s,3s)-Trans-Dihydroquercetin",""
"DB02225","1,2-Di-N-Pentanoyl-Sn-Glycero-3-Dithiophosphocholine",""
